"","threshold.value","Year","Fire_Name","Fire_ID","Country","Sky_Island","pc1","pc2","pland","clumpy","nndist.cv"
"952",510,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"953",520,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"954",530,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"955",540,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"956",550,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"957",560,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"958",570,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"959",580,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"960",590,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"961",600,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"962",610,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"963",620,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"964",630,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"965",640,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"966",650,2016,"MULE RIDGE","AZ3143111121820160601","US","ATASCOSA - CIBUTA",1.0899293449792,-1.33487148853866,0,NA,NA
"967",450,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"968",460,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"969",470,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"970",480,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"971",490,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"972",500,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"973",510,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"974",520,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"975",530,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"976",540,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"977",550,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"978",560,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"979",570,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"980",580,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"981",590,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"982",600,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"983",610,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"984",620,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"985",630,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"986",640,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"987",650,2017,"FLYING R","AZ3143311069520170614","US","HUACHUCA - PATAGONIA",3.42375479141871,-2.18474170565605,0,NA,NA
"988",450,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"989",460,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"990",470,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"991",480,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"992",490,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"993",500,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"994",510,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"995",520,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"996",530,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"997",540,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"998",550,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"999",560,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1000",570,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1001",580,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1002",590,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1003",600,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1004",610,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1005",620,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1006",630,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1007",640,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1008",650,2013,"SOLDIER BASIN","AZ3143511076720130517","US","HUACHUCA - PATAGONIA",3.11870716747485,-2.24950327475866,0,NA,NA
"1009",450,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1010",460,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1011",470,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1012",480,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1013",490,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1014",500,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1015",510,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1016",520,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1017",530,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1018",540,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1019",550,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1020",560,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1021",570,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1022",580,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1023",590,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1024",600,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1025",610,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1026",620,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1027",630,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1028",640,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1029",650,2016,"BLACK PEAK","AZ3147311129120160725","US","ATASCOSA - CIBUTA",1.26808629794554,-1.44660568779165,0,NA,NA
"1030",450,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1031",460,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1032",470,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1033",480,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1034",490,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1035",500,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1036",510,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1037",520,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1038",530,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1039",540,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1040",550,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1041",560,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1042",570,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1043",580,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1044",590,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1045",600,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1046",610,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1047",620,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1048",630,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1049",640,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1050",650,2013,"T2 BLACKTAIL AND MIKE BURN BLOCKS","AZ3149011031020130301","US","HUACHUCA - PATAGONIA",2.30210249125957,-1.55498529970646,0,NA,NA
"1051",450,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1052",460,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1053",470,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1054",480,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1055",490,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1056",500,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1057",510,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1058",520,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1059",530,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1060",540,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1061",550,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1062",560,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1063",570,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1064",580,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1065",590,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1066",600,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1067",610,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1068",620,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1069",630,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1070",640,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1071",650,2015,"UNNAMED","AZ3149011031620150322","US","HUACHUCA - PATAGONIA",2.2075647264719,-1.43100343644619,0,NA,NA
"1072",450,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1073",460,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1074",470,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1075",480,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1076",490,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1077",500,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1078",510,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1079",520,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1080",530,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1081",540,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1082",550,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1083",560,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1084",570,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1085",580,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1086",590,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1087",600,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1088",610,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1089",620,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1090",630,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1091",640,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1092",650,2011,"GARDEN","AZ3149911031720110617","US","HUACHUCA - PATAGONIA",1.69241061806679,-0.716091877470414,0,NA,NA
"1093",450,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1094",460,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1095",470,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1096",480,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1097",490,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1098",500,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1099",510,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1100",520,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1101",530,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1102",540,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1103",550,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1104",560,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1105",570,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1106",580,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1107",590,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1108",600,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1109",610,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1110",620,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1111",630,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1112",640,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1113",650,2015,"HOG","AZ3150310908920150617","US","PELONCILLO - PAN DURO",4.02374967775847,-1.31346321145171,0,NA,NA
"1114",450,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1115",460,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1116",470,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1117",480,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1118",490,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1119",500,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1120",510,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1121",520,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1122",530,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1123",540,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1124",550,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1125",560,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1126",570,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1127",580,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1128",590,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1129",600,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1130",610,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1131",620,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1132",630,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1133",640,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1134",650,2017,"FRAGUITA","AZ3150711133220170626","US","ATASCOSA - CIBUTA",1.09335947387359,-1.28760827990139,0,NA,NA
"1135",450,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1136",460,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1137",470,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1138",480,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1139",490,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1140",500,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1141",510,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
"1142",520,2016,"RIDGE","AZ3151411033620160525","US","HUACHUCA - PATAGONIA",1.77014803886414,-0.81382458905379,0,NA,NA
