"","times.burned","x","y","Country","group","pc1.01","pc2.01"
"89",1,609982.5748,3407091.953,"MEXICO",1,0.299519786359128,0.537873100793238
"90",1,705582.5748,3432491.953,"MEXICO",1,0.375054131507095,0.66056599860158
"91",1,662582.5748,3534891.953,"US",1,0.613477358433595,0.402938386079391
"92",1,560982.5748,3599591.953,"US",1,0.35237476163221,0.679934484426764
"93",1,549382.5748,3387291.953,"MEXICO",1,0.310212612604275,0.415002074975762
"94",1,667182.5748,3514091.953,"US",1,0.445408273134175,0.544590130590923
"95",1,481582.5748,3475691.953,"US",1,0.232045116049339,0.641144824090004
"96",1,483282.5748,3480091.953,"US",1,0.235370454845825,0.596294740359987
"97",1,697682.5748,3432991.953,"MEXICO",1,0.428052326425064,0.588727775685448
"98",1,561782.5748,3367391.953,"MEXICO",1,0.270908379315283,0.397547144454559
"99",1,689482.5748,3465491.953,"MEXICO",1,0.316151086475969,0.798044526600927
"100",1,512982.5748,3514191.953,"US",1,0.228776451579153,0.573655179364034
"101",1,523782.5748,3437891.953,"MEXICO",1,0.305883664311107,0.562194702389324
"102",1,649182.5748,3558791.953,"US",1,0.329011750283422,0.77909334780829
"103",1,653682.5748,3526191.953,"US",1,0.44962124229408,0.553074286597398
"104",1,708482.5748,3462791.953,"MEXICO",1,0.380476000354338,0.698380131718211
"105",1,589782.5748,3347191.953,"MEXICO",1,0.20290404121709,0.436660744640319
"106",1,547882.5748,3464491.953,"MEXICO",1,0.365161504583687,0.605343645473003
"107",1,567982.5748,3606591.953,"US",1,0.516540525275848,0.580201723204828
"108",1,534282.5748,3403791.953,"MEXICO",1,0.23103037922477,0.515005760732155
"109",1,519982.5748,3513891.953,"US",1,0.344372780903442,0.405723854087752
"110",1,671082.5748,3514291.953,"US",1,0.422097601598259,0.589774213096203
"111",1,518482.5748,3431591.953,"MEXICO",1,0.339799262601364,0.496238369606194
"112",1,609782.5748,3401991.953,"MEXICO",1,0.387521763350063,0.452387864611203
"113",1,706582.5748,3367091.953,"MEXICO",1,0.223436246830209,0.718137192756393
"114",1,527382.5748,3526391.953,"US",1,0.238997996161053,0.565061801829113
"115",1,482582.5748,3453991.953,"MEXICO",1,0.243726474458084,0.641663014481948
"116",1,530682.5748,3588291.953,"US",1,0.323116051358684,0.559960239947229
"117",1,620682.5748,3599491.953,"US",1,0.277410905961494,0.808477641693317
"118",1,612482.5748,3595191.953,"US",1,0.37003675822732,0.704304834990442
"119",1,661682.5748,3510891.953,"US",1,0.514931565431303,0.426485631867597
"120",1,529382.5748,3579591.953,"US",1,0.353323684392396,0.519458030515532
"121",1,569882.5748,3655091.953,"US",1,0.347580986371431,0.748552158399498
"122",1,670082.5748,3388091.953,"MEXICO",1,0.384406184149024,0.541276002335288
"123",1,525482.5748,3582291.953,"US",1,0.512161187006314,0.370904044384842
"124",1,660182.5748,3536591.953,"US",1,0.515914991235206,0.504724943070853
"125",1,610382.5748,3419591.953,"MEXICO",1,0.250162583142178,0.626264737210316
"126",1,546582.5748,3310591.953,"MEXICO",1,0.0497202696162402,0.485040021400234
"127",1,545382.5748,3425691.953,"MEXICO",1,0.254640532393017,0.579813562594476
"128",1,555082.5748,3356491.953,"MEXICO",1,0.195155425640405,0.426784627216036
"129",1,663882.5748,3537991.953,"US",1,0.58105336949416,0.437137580790668
"130",1,650182.5748,3533091.953,"US",1,0.467145280459089,0.552274040151734
"131",1,551482.5748,3458891.953,"MEXICO",1,0.359800598550403,0.580916347441907
"132",1,688982.5748,3451291.953,"MEXICO",1,0.288107771620176,0.785615680942021
"133",1,567082.5748,3608291.953,"US",1,0.447434937710312,0.609801192761591
"134",1,525682.5748,3416891.953,"MEXICO",1,0.286307251639392,0.512517542479068
"135",1,689482.5748,3441791.953,"MEXICO",1,0.39270719615697,0.621115104747602
"136",1,522782.5748,3449991.953,"MEXICO",1,0.273647117426142,0.630355654948197
"137",1,542182.5748,3487891.953,"US",1,0.372236032275851,0.617963864456345
"138",1,540282.5748,3485991.953,"US",1,0.373001197824788,0.613520835684985
"139",1,510082.5748,3492491.953,"US",1,0.25525390467976,0.602478014140156
"140",1,668682.5748,3535291.953,"US",1,0.486107335421232,0.579034705529258
"141",1,662082.5748,3546491.953,"US",1,0.471915849427011,0.533049839033542
"142",1,642682.5748,3380691.953,"MEXICO",1,0.260239003990253,0.576244953503977
"143",1,494082.5748,3438791.953,"MEXICO",1,0.24763392682246,0.612856648269949
"144",1,547382.5748,3569291.953,"US",1,0.316812407150139,0.61466161704468
"145",1,709082.5748,3443991.953,"MEXICO",1,0.428084378329521,0.617737908312087
"146",1,533782.5748,3488891.953,"US",1,0.339705107758566,0.61211861900028
"147",1,649882.5748,3618391.953,"US",1,0.264253068920306,0.972332810836094
"148",1,560782.5748,3438991.953,"MEXICO",1,0.388239860268473,0.477441840152197
"149",1,677182.5748,3512691.953,"US",1,0.32527852019936,0.830731115475353
"150",1,716982.5748,3502291.953,"US",1,0.434510032060617,0.666564470767924
"151",1,560982.5748,3591591.953,"US",1,0.194915852710787,0.809959451801744
"152",1,650582.5748,3518491.953,"US",1,0.435265983989741,0.53305248655622
"153",1,551982.5748,3547791.953,"US",1,0.224230113910805,0.699426770938053
"154",1,540882.5748,3584491.953,"US",1,0.191999619362926,0.798722397639265
"155",1,528982.5748,3475291.953,"US",1,0.38245802814879,0.530017661208332
"156",1,488082.5748,3496191.953,"US",1,0.220932122584528,0.629397238501398
"157",1,547682.5748,3548191.953,"US",1,0.341609069275862,0.557566386132643
"158",1,664282.5748,3541991.953,"US",1,0.435626277258118,0.609297193220966
"159",1,542982.5748,3571791.953,"US",1,0.247876061300246,0.660814471761871
"160",1,546482.5748,3365391.953,"MEXICO",1,0.126460191356454,0.491744031846745
"161",1,660582.5748,3544591.953,"US",1,0.455413609739021,0.563186630620178
"162",1,551882.5748,3555391.953,"US",1,0.252741324114176,0.61777805651038
"163",1,548282.5748,3558791.953,"US",1,0.231055215930209,0.644353291714498
"164",1,523182.5748,3602591.953,"US",1,0.346135535628498,0.54767884908636
"165",1,521582.5748,3594491.953,"US",1,0.378391096171101,0.507868652776579
"166",1,712482.5748,3483391.953,"US",1,0.44769078579806,0.618488235602634
"167",1,488682.5748,3488291.953,"US",1,0.26312449122569,0.562375256012784
"168",1,520882.5748,3604591.953,"US",1,0.263951625671576,0.65757578307284
"169",1,567882.5748,3595491.953,"US",1,0.452912348124027,0.610059106223053
"170",1,516082.5748,3511091.953,"US",1,0.47662749517084,0.24691252369703
"171",1,568082.5748,3464391.953,"MEXICO",1,0.297853926166573,0.572508140810094
"172",1,554382.5748,3351091.953,"MEXICO",1,0.169507555826024,0.435772555299171
"173",1,490482.5748,3488291.953,"US",1,0.268627414184203,0.571032737756038
"174",1,489782.5748,3457991.953,"MEXICO",1,0.248641644651722,0.640798000896576
"175",1,531082.5748,3427291.953,"MEXICO",1,0.232315515799031,0.614062232440731
"176",1,690382.5748,3465391.953,"MEXICO",1,0.324635309026452,0.777518853552815
"177",1,656082.5748,3527491.953,"US",1,0.524770504588749,0.471972504670035
"178",1,612882.5748,3393991.953,"MEXICO",1,0.31800010562283,0.497071565677143
"179",1,525882.5748,3420091.953,"MEXICO",1,0.251538084171608,0.554351975912367
"180",1,657382.5748,3535291.953,"US",1,0.513779851251182,0.505570681940674
"181",1,487882.5748,3488591.953,"US",1,0.265802185966494,0.544627121834033
"182",1,567082.5748,3607891.953,"US",1,0.453784544679919,0.607580008253693
"183",1,683082.5748,3351791.953,"MEXICO",1,0.239502772586521,0.600094350681792
"184",1,710582.5748,3451091.953,"MEXICO",1,0.450010701147995,0.600810508947099
"185",1,698582.5748,3305591.953,"MEXICO",1,0.230072296138223,0.525518596889527
"186",1,677282.5748,3376391.953,"MEXICO",1,0.379650435808979,0.539856932909513
"187",1,522082.5748,3418191.953,"MEXICO",1,0.356654544032239,0.449594129029099
"188",1,490282.5748,3484391.953,"US",1,0.250566562436103,0.681402009815175
"189",1,653582.5748,3539191.953,"US",1,0.390696095010681,0.635038668203168
"190",1,681882.5748,3370991.953,"MEXICO",1,0.277110356947097,0.61249452989722
"191",1,515782.5748,3432691.953,"MEXICO",1,0.244115986959122,0.61052563164172
"192",1,702982.5748,3428691.953,"MEXICO",1,0.420826665011734,0.60359712397229
"193",1,523782.5748,3509991.953,"US",1,0.302681745959214,0.506470125919134
"194",1,537582.5748,3395691.953,"MEXICO",1,0.249213466076196,0.480104589468865
"195",1,547682.5748,3397891.953,"MEXICO",1,0.302650594359953,0.442949656434879
"196",1,565582.5748,3471391.953,"US",1,0.453783382220861,0.250117991464392
"197",1,591782.5748,3329491.953,"MEXICO",1,0.0809730746861156,0.527729133064659
"198",1,650382.5748,3521591.953,"US",1,0.415235632850112,0.57307646868319
"199",1,622182.5748,3598891.953,"US",1,0.293412299315896,0.78528591760809
"200",1,648382.5748,3530091.953,"US",1,0.39524350872016,0.62872926704891
"201",1,539382.5748,3573991.953,"US",1,0.214389570939739,0.697076199909677
"202",1,567082.5748,3609691.953,"US",1,0.466440761451395,0.599351056324343
"203",1,502582.5748,3437191.953,"MEXICO",1,0.319704321593514,0.520563667498746
"204",1,690282.5748,3516991.953,"US",1,0.367100983886542,0.789015314495553
"205",1,517382.5748,3444291.953,"MEXICO",1,0.36672719063466,0.500122378004229
"206",1,570882.5748,3609891.953,"US",1,0.324932144972314,0.686895422708906
"207",1,484082.5748,3439691.953,"MEXICO",1,0.228535335119508,0.634179639450175
"208",1,711482.5748,3454191.953,"MEXICO",1,0.49755978799929,0.55379784900273
"209",1,555482.5748,3611891.953,"US",1,0.342575927876344,0.69697017709918
"210",1,651982.5748,3555891.953,"US",1,0.437382130843053,0.606529919761493
"211",1,648882.5748,3373791.953,"MEXICO",1,0.181422319828791,0.657610740267635
"212",1,691482.5748,3426591.953,"MEXICO",1,0.396176075781545,0.605139048912555
"213",1,643482.5748,3564191.953,"US",1,0.366537060599727,0.753604240129724
"214",1,555582.5748,3472091.953,"US",1,0.401080184958534,0.564907656586632
"215",1,706182.5748,3432691.953,"MEXICO",1,0.354399023907377,0.685588045606543
"216",1,561582.5748,3351791.953,"MEXICO",1,0.177278890248844,0.438097430050379
"217",1,672082.5748,3606491.953,"US",1,0.345989529621639,0.850170138166583
"218",1,486782.5748,3478791.953,"US",1,0.267776851191062,0.524345794171256
"219",1,542182.5748,3575391.953,"US",1,0.213977115243934,0.711923934562472
"220",1,692682.5748,3460691.953,"MEXICO",1,0.257440595978724,0.860175240000559
"221",1,535882.5748,3566291.953,"US",1,0.25738383703749,0.639221294585848
"222",1,484382.5748,3455991.953,"MEXICO",1,0.270494319963231,0.611442959516014
"223",1,674782.5748,3509291.953,"US",1,0.332978577766601,0.775706121243441
"224",1,662282.5748,3534391.953,"US",1,0.623298986866233,0.393433082866836
"225",1,588482.5748,3461091.953,"MEXICO",1,0.245880885478445,0.672754800290074
"226",1,679882.5748,3448591.953,"MEXICO",1,0.233688244173082,0.861395249714726
"227",1,565182.5748,3618291.953,"US",1,0.311670451878383,0.680469720059083
"228",1,692082.5748,3450791.953,"MEXICO",1,0.308112568198854,0.754390753245826
"229",1,552582.5748,3566191.953,"US",1,0.236155517038723,0.707482911603517
"230",1,525782.5748,3598091.953,"US",1,0.416763865165229,0.456067734678317
"231",1,510882.5748,3589291.953,"US",1,0.123709675040678,0.854968364577205
"232",1,443482.5748,3508491.953,"US",1,0.231298818956068,0.515838438904514
"233",1,553182.5748,3356691.953,"MEXICO",1,0.149327487732922,0.460438927950136
"234",1,707382.5748,3420791.953,"MEXICO",1,0.295857301840718,0.744506592887979
"235",1,664382.5748,3511691.953,"US",1,0.504177397778858,0.452755081413632
"236",1,620682.5748,3384791.953,"MEXICO",1,0.287419423237143,0.516759377938072
"237",1,525482.5748,3419491.953,"MEXICO",1,0.281016242985468,0.524625657043031
"238",1,525682.5748,3589491.953,"US",1,0.468490180068041,0.397464589289244
"239",1,686682.5748,3354491.953,"MEXICO",1,0.269604103094982,0.597295751539467
"240",1,661682.5748,3508291.953,"US",1,0.465787935098857,0.482368138011321
"241",1,560982.5748,3352491.953,"MEXICO",1,0.22622257984043,0.399790341264849
"242",1,518182.5748,3589791.953,"US",1,0.612077094604556,0.275052284501316
"243",1,451682.5748,3518591.953,"US",1,0.181421547031753,0.751814852527452
"244",1,546682.5748,3309891.953,"MEXICO",1,0.0450230861520499,0.487909097787011
"245",1,529182.5748,3579091.953,"US",1,0.329349108582952,0.539913919705648
"246",1,525482.5748,3475291.953,"US",1,0.385916429411992,0.495025870022567
"247",1,520882.5748,3476891.953,"US",1,0.340000606555763,0.577645460836094
"248",1,605382.5748,3624191.953,"US",1,0.555971754540731,0.448281336624811
"249",1,594082.5748,3422591.953,"MEXICO",1,0.346731578637329,0.500556219881174
"250",1,548982.5748,3370391.953,"MEXICO",1,0.154948376973534,0.481605576740573
"251",1,545982.5748,3388491.953,"MEXICO",1,0.264298185480907,0.452543750243834
"252",1,640182.5748,3350391.953,"MEXICO",1,0.341894299478696,0.410256538017356
"253",1,661082.5748,3541491.953,"US",1,0.528463298726505,0.462269561238976
"254",1,569982.5748,3578991.953,"US",1,0.235642197217598,0.776888540985775
"255",1,610182.5748,3405091.953,"MEXICO",1,0.277989876930271,0.555371175218079
"256",1,705182.5748,3447691.953,"MEXICO",1,0.50079600019146,0.536829258777839
"257",1,666482.5748,3603191.953,"US",1,0.341330284137722,0.867125968257084
"258",1,590782.5748,3331191.953,"MEXICO",1,0.0743108134158974,0.530246781639192
"259",1,672082.5748,3360691.953,"MEXICO",1,0.183030393316365,0.640229883142508
"260",1,709982.5748,3482391.953,"US",1,0.40729361060687,0.672366219352238
"261",1,488382.5748,3463591.953,"MEXICO",1,0.257061331934772,0.615934824635359
"262",1,488482.5748,3497591.953,"US",1,0.215919870936269,0.639546285112511
"263",1,640482.5748,3374991.953,"MEXICO",1,0.322560241741603,0.500427385898833
"264",1,539482.5748,3488291.953,"US",1,0.368031859947633,0.595392228654451
"265",1,647882.5748,3346891.953,"MEXICO",1,0.149346993528627,0.601049552428583
"266",1,528282.5748,3590691.953,"US",1,0.384316530845709,0.481354202705347
"267",1,550482.5748,3418591.953,"MEXICO",1,0.266852075993042,0.546815727289368
"268",1,518582.5748,3441891.953,"MEXICO",1,0.424162980462963,0.427504056610613
"269",1,546482.5748,3493891.953,"US",1,0.319040401351853,0.691725215187405
"270",1,649682.5748,3527491.953,"US",1,0.401677029508651,0.611845038668434
"271",1,605282.5748,3412491.953,"MEXICO",1,0.246276970163485,0.587826274889705
"272",1,658182.5748,3537791.953,"US",1,0.466278544872875,0.55220362723988
"273",1,650082.5748,3618891.953,"US",1,0.266658215736456,0.969397785736611
"274",1,601982.5748,3431991.953,"MEXICO",1,0.368156035594361,0.502334408973583
"275",1,490682.5748,3456191.953,"MEXICO",1,0.247344421837143,0.644669159251486
"276",1,617282.5748,3400091.953,"MEXICO",1,0.22283948235823,0.612796799784755
"277",1,559382.5748,3367691.953,"MEXICO",1,0.294668993086051,0.380085970711555
"278",1,619382.5748,3284891.953,"MEXICO",1,0.158390379003061,0.374993445908357
"279",1,716182.5748,3501191.953,"US",1,0.426351709478424,0.681358613152057
"280",1,692682.5748,3443491.953,"MEXICO",1,0.349658948632925,0.680990712198925
"281",1,696782.5748,3309991.953,"MEXICO",1,0.182703157111327,0.568853476760237
"282",1,685782.5748,3496591.953,"US",1,0.376194737488519,0.696253662093945
"283",1,568482.5748,3581291.953,"US",1,0.234916601413442,0.781146154631833
"284",1,671182.5748,3611291.953,"US",1,0.345317708880085,0.842603303760651
"285",1,521282.5748,3589291.953,"US",1,0.742702684911555,0.166322940687206
"286",1,510782.5748,3457291.953,"MEXICO",1,0.3007715661973,0.594880605667177
"287",1,544882.5748,3636891.953,"US",1,0.193546970758279,0.767167440354545
"288",1,556382.5748,3353491.953,"MEXICO",1,0.215321038138299,0.406876724210688
"289",1,548082.5748,3454491.953,"MEXICO",1,0.382071612228501,0.544136021259958
"290",1,554282.5748,3659291.953,"US",1,0.239212455893342,0.769032653052691
"291",1,515682.5748,3430191.953,"MEXICO",1,0.211690880634089,0.64015997075954
"292",1,515782.5748,3585191.953,"US",1,0.439565938023258,0.461471492596035
"293",1,570382.5748,3477191.953,"US",1,0.31261651313073,0.56999966762731
"294",1,640382.5748,3351291.953,"MEXICO",1,0.287276234057458,0.461906223066185
"295",1,532282.5748,3423691.953,"MEXICO",1,0.271448775996324,0.555429135801862
"296",1,644982.5748,3335691.953,"MEXICO",1,0.209323745345862,0.492597617525904
"297",1,545182.5748,3585391.953,"US",1,0.18020964915012,0.831954533802236
"298",1,690882.5748,3470491.953,"US",1,0.358031684353692,0.728816347284104
"299",1,607982.5748,3610891.953,"US",1,0.688170767735142,0.32960092329384
"300",1,681582.5748,3360791.953,"MEXICO",1,0.448017453832258,0.475522183093454
"301",1,571482.5748,3590591.953,"US",1,0.366746598996027,0.66712944639814
"302",1,667382.5748,3612291.953,"US",1,0.32173814625918,0.885898329336396
"303",1,711682.5748,3490091.953,"US",1,0.521190719838671,0.498947363626176
"304",1,619482.5748,3600191.953,"US",1,0.288458975303153,0.791596423614209
"305",1,484482.5748,3485791.953,"US",1,0.24698021613326,0.579901950615973
"306",1,485482.5748,3495091.953,"US",1,0.220931076915313,0.66383341520753
"307",1,690282.5748,3440791.953,"MEXICO",1,0.409750651799087,0.601192831562002
"308",1,525082.5748,3434391.953,"MEXICO",1,0.363346883702842,0.480981631341692
"309",1,620982.5748,3284391.953,"MEXICO",1,0.0672661648807998,0.49374807825722
"310",1,543582.5748,3573191.953,"US",1,0.237676120810515,0.67812424755851
"311",1,684582.5748,3494591.953,"US",1,0.388127019997597,0.651510942977195
"312",1,591282.5748,3316491.953,"MEXICO",1,0.201591416172867,0.376651458888015
"313",1,499682.5748,3428491.953,"MEXICO",1,0.228978072754345,0.604031861202201
"314",1,521982.5748,3444491.953,"MEXICO",1,0.290484042183707,0.595414585353545
"315",1,442182.5748,3529791.953,"US",1,0.265524113953891,0.497095411291403
"316",1,710082.5748,3480991.953,"US",1,0.400865497808915,0.681058392108808
"317",1,536682.5748,3576391.953,"US",1,0.207181589756084,0.713809469877314
"318",1,672282.5748,3359891.953,"MEXICO",1,0.20013917100189,0.625576846249316
"319",1,589882.5748,3461791.953,"MEXICO",1,0.251130533272914,0.647321811341945
"320",1,519082.5748,3587191.953,"US",1,0.643022389583041,0.261064901997247
"321",1,560482.5748,3426691.953,"MEXICO",1,0.395743138989617,0.441298229154058
"322",1,525382.5748,3435291.953,"MEXICO",1,0.318106588351808,0.537919508553802
"323",1,693582.5748,3446991.953,"MEXICO",1,0.342509218946077,0.695653061325079
"324",1,710082.5748,3444491.953,"MEXICO",1,0.425641685154687,0.624301610174811
"325",1,667682.5748,3520491.953,"US",1,0.63476859165899,0.33534179043627
"326",1,680782.5748,3363191.953,"MEXICO",1,0.372258878225608,0.526944246591208
"327",1,656582.5748,3537591.953,"US",1,0.452187563911295,0.568333767987609
"328",1,532282.5748,3427791.953,"MEXICO",1,0.241104959717524,0.605359572111666
"329",1,705282.5748,3448591.953,"MEXICO",1,0.483891138726452,0.554973224621142
"330",1,491182.5748,3478091.953,"US",1,0.271573484367839,0.64480285017862
"331",1,691282.5748,3447491.953,"MEXICO",1,0.315630876977816,0.736489597118845
"332",1,646382.5748,3337291.953,"MEXICO",1,0.281351781695474,0.444597639106004
"333",1,710482.5748,3448491.953,"MEXICO",1,0.421071433000135,0.630338790600266
"334",1,670382.5748,3509691.953,"US",1,0.407748995648201,0.5822614899548
"335",1,650282.5748,3408091.953,"MEXICO",1,0.244598463713871,0.671935082909632
"336",1,484182.5748,3456591.953,"MEXICO",1,0.289684502956218,0.589910621605272
"337",1,686582.5748,3365591.953,"MEXICO",1,0.303996897470811,0.5976933292005
"338",1,523382.5748,3595791.953,"US",1,0.475999984020882,0.419518835330054
"339",1,695782.5748,3446191.953,"MEXICO",1,0.34685001063669,0.695254157273047
"340",1,662082.5748,3545791.953,"US",1,0.466434559172763,0.540119940115164
"341",1,673782.5748,3354991.953,"MEXICO",1,0.316891549200933,0.531721163066212
"342",1,652882.5748,3528291.953,"US",1,0.448905328354727,0.562801287814845
"343",1,440682.5748,3507891.953,"US",1,0.210451436897816,0.566945280020118
"344",1,709282.5748,3461291.953,"MEXICO",1,0.486375583321664,0.563704300790098
"345",1,680482.5748,3387091.953,"MEXICO",1,0.313241395334072,0.62077557980957
"346",1,518782.5748,3589791.953,"US",1,0.672453846861064,0.214996885665681
"347",1,664182.5748,3536591.953,"US",1,0.623375535600706,0.3928274002087
"348",1,613682.5748,3413091.953,"MEXICO",1,0.257607605537249,0.604431528047543
